gene_id	gene_name	SRX25004070	SRX25004071	SRX25004072	SRX25004073	SRX25004074	SRX25004075	SRX25004076	SRX25004077	SRX25004078	SRX25004080
ACE2	ACE2	23.007	9	25	23	17	18	28	9.001	25.009	8
ACER1	ACER1	3	0	2	2	0	0	0	0	1	2
ACER2	ACER2	364.167	127	279.093	385.522	366.136	373.42	253	276.082	157.073	110.75
ACER3	ACER3	1626.215	366	1454.839	1422.718	1680.131	1835.319	1689.303	2887.154	2921.995	1193.06
ACHE	ACHE	80.965	121	86.016	89.094	167.004	128.03	60	167.111	116.079	98
ACIN1	ACIN1	8678.677	7743.043	8928.874	7761.899	8876.268	8193.49	8524.891	9448.109	6977.317	12306.791
ACKR2	ACKR2	3	2.002	4	1	4	6	0	3	3	3.025
ACKR3	ACKR3	631.556	343	760.045	356.233	333.731	331.776	204.133	593.311	548.378	635.001
ACKR4	ACKR4	1	0	0	3	0	1	4	2	1	4
ACLY	ACLY	20304.766	6647.511	16016.241	24731.602	23424.397	27150.058	22648.614	24828.025	17507.511	19935.102
ACMSD	ACMSD	0	0	0	0	0	0	0	0	0	0
ACN9	ACN9	450.58	36	339.383	520.24	431.252	559.131	376.614	504.595	359.045	155
ACO1	ACO1	2837.45	1186	2228.225	2799.401	2986.819	3414.82	2612.106	3335.095	2669.908	2543.391
ACO2	ACO2	4137.495	1970.002	3559.582	4035.377	4466.213	5275.56	3858.754	4460.782	3729.948	5406.542
ACOT1	ACOT1	168.633	20.726	113.471	146.994	134.635	123.934	105.065	137.524	120.082	197.066
ACOT11	ACOT11	99.035	18	64.02	102	150.018	142	196.057	118.039	118	247
ACOT12	ACOT12	4	2	11	2	4	3.694	3	16	23	30
ACOT13	ACOT13	1075.871	555.521	772.168	1182.469	1114.897	1176.586	838.66	1064.8	865.228	544.179
ACOT2	ACOT2	551.601	1098.811	410.037	525.576	623.553	743.267	439.465	677.827	549.364	976.994
ACOT4	ACOT4	40	20	41	65.011	64	57	41	58	38.045	48
ACOT6	ACOT6	0	0	2	0	0	0	0	1	0	0
ACOT7	ACOT7	4041.488	2392.986	3682.642	3725.682	3463.211	5527.644	3705.626	4324.646	3033.635	5222.185
ACOT8	ACOT8	296.204	291.287	275.985	254.001	270.216	371.182	232.778	327.084	246.435	440.269
ACOT9	ACOT9	957.507	430.294	840.871	1027.069	899.638	1139.284	935.431	1509.753	1336.513	1275.87
ACOX1	ACOX1	2553.642	2813.283	2483.614	1816.982	2474.912	2657.449	1895.149	2865.61	2653.884	3198.459
ACOX2	ACOX2	98.08	13	24	110	91	100	54	105	62	97
ACOX3	ACOX3	840.642	514.218	587.38	665.125	738.599	744.18	614.094	819.671	632.264	1167.12
ACOXL	ACOXL	21	20	46	43	33	75.009	18	85.21	23	10
ACP1	ACP1	7413.249	1525	5155.706	6764.786	6577.61	7338.669	5634.112	6257.636	4939.798	2224.091
ACP2	ACP2	1674.421	1241	1435.472	1625.142	1615.697	2108.816	1356.686	1708.273	1392.849	2202.436
ACP5	ACP5	6	0	2	3	3	0	5	3	16	15
ACP6	ACP6	611.879	171	357.701	545	465.76	469.521	367.583	414.198	453.235	982.12
ACPL2	ACPL2	1777.994	398.001	1397.755	1851.817	1930.553	1980.342	1737.758	1596.249	1615.762	1093.812
ACPP	ACPP	11	0	3	19	1	9	2	4	10	6
ACPT	ACPT	0	0	0	0	0	0	3	4	0	0
ACR	ACR	5	5	9	10.006	9	5	2.012	3.007	2	7
ACRBP	ACRBP	61.001	9	41	53.009	25	36	15	40	28	27
ACRC	ACRC	98.007	52	105	80	85	94	57.414	86.03	81.004	99.023
ACRV1	ACRV1	3	0	1	1	3	3	3	3	2	0
ACSBG1	ACSBG1	153.056	64	368.94	59.017	29	55	72.012	107.049	187.793	293
ACSBG2	ACSBG2	3	2	0	0	0	2	2	0	2	0
ACSF2	ACSF2	369.863	227.007	224	387.224	513	398.871	356.062	357.55	332.563	309.521
ACSF3	ACSF3	672.691	600.001	544.197	562.277	496.698	548.666	464.391	560	453.014	965.254
ACSL1	ACSL1	256.175	73.015	377.217	165	413.132	591.155	656.513	772.281	834.352	681.738
ACSL3	ACSL3	7122.232	2149	6075.125	8048.168	8722.889	9656.763	7241.138	10962.47	8899.803	5542.773
ACSL4	ACSL4	6328.601	1031.904	2514.266	10685.302	9059.324	8597.935	4483.772	11971.928	8911.557	3970.258
ACSL5	ACSL5	4	1	3	10	7	10	5	34.002	8	14
ACSL6	ACSL6	282.08	203	224	35	116.831	170.066	133.043	61	63	26
ACSM1	ACSM1	3	1	6	21	17	14	4	4	2	2
ACSM2A	ACSM2A	1	0	0	0	0	0	1	0	1.365	0
ACSM2B	ACSM2B	0	0	0	6	9	2	3	0	3.635	2
ACSM3	ACSM3	8	2	5	35	20.001	23	12	7	10	6
ACSM4	ACSM4	0	0	0	0	0	0	0	0	0	0
ACSM5	ACSM5	0	2	1	0	3	0	0	1	1	0
ACSS1	ACSS1	140	82.999	185.001	39	121	165.098	368.636	59.01	144.76	284.075
ACSS2	ACSS2	1360.19	571	924.48	1486.745	1445.856	1918.871	1533.305	1595.996	1308.95	1552.414
ACSS3	ACSS3	1274.511	444.999	854.806	1666.593	1825.016	1719.992	1275.814	1674.245	1610.195	1174.311
ACTA1	ACTA1	29.001	6.002	12.001	45.006	23.001	16.002	8	12	5	7.003
ACTA2	ACTA2	310.675	146	334.006	912.559	491.086	1982.415	1526.676	9635.821	9188.536	24317.891
ACTA2-AS1	ACTA2-AS1	2	2	6	1	0	3	0	1	5	3
ACTB	ACTB	222333.084	141668.926	238437.58	220807.364	224623.728	337958.066	217890.579	381960.133	304258.009	477423.105
ACTBL2	ACTBL2	0	0	0	0	0	2	0	2	3	7
ACTC1	ACTC1	844.213	451.004	471.48	283.004	223.191	186.002	35.013	194	83.015	288.036
ACTG1	ACTG1	138454.223	66111.718	131414.732	122246.963	142760.91	190597.817	140105.906	225583.091	188059.995	228574.952
ACTG1P4	ACTG1P4	10	4	15	7	5	11	1	7	11	10
ACTG2	ACTG2	106	29	99.074	678.376	1031.681	2410.633	1582.256	3926.791	4693.751	11371.536
ACTL10	ACTL10	7	35	9	4	24	7	2	9	8	51
ACTL6A	ACTL6A	4603.66	1324.652	3350.683	4569.633	4682.532	5480.155	4289.415	4249.473	3558.047	1642.307
ACTL6B	ACTL6B	147.213	110	226.486	88	168.067	213.02	77	160.083	128.129	44.004
ACTL7A	ACTL7A	0	3	0	0	0	0	0	0	0	0
ACTL7B	ACTL7B	1	2	4	0	0	5	1	0	2	0
ACTL8	ACTL8	3	4	2	8	2	7	3	2	0	7
ACTL9	ACTL9	0	0	0	0	0	0	0	0	0	0
ACTN1	ACTN1	8022.239	4392.237	7219.466	10001.833	9574.641	12067.463	9319.359	22455.813	16933.527	38761.027
ACTN1-AS1	ACTN1-AS1	0	2	0	0	2	2	0	2	5	5
ACTN2	ACTN2	47	23	75.003	51.16	20	26.004	37	35	16	35
ACTN3	ACTN3	8	5	2	26	15	14	3	6.003	17	28.014
ACTN4	ACTN4	7722.686	5505.637	7936.476	8316.6	9404.13	10414.846	9658.779	16807.874	12755.676	27295.244
ACTR10	ACTR10	2357.08	905	2115.856	2311.034	2539.769	2992.247	1943.544	3154.082	2660.946	1623.471
ACTR1A	ACTR1A	8326.119	8874.833	7471.76	7565.753	8106.888	9714.441	6790.822	8871.823	7077.926	9957.121
ACTR1B	ACTR1B	1692.987	1012	1295.952	1626.355	1583.797	1682.867	1181.779	1464.891	1286.135	1534.722
ACTR2	ACTR2	15013.88	6069.536	14475.431	14651.893	17332.707	17706.503	16380.466	25131.423	22993.739	12843.272
ACTR3	ACTR3	10118.519	3662.898	10408.727	9781.989	10883.729	13252.394	10570.724	18498.37	16215.688	9665.777
ACTR3B	ACTR3B	963.383	306.837	781.139	1080.277	1039.712	1171.405	874.217	873.037	639.032	441.38
ACTR3BP2	ACTR3BP2	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	ACTR3BP5	0	0	0	0	0	0	0	0	0	0
ACTR3C	ACTR3C	10.963	2.164	6.751	12.388	9.995	4.547	3.229	3.238	5.76	4.625
ACTR5	ACTR5	651.779	313	536.745	566.866	609.411	749.593	543.332	667.564	430.955	562
ACTR6	ACTR6	1254.597	520.004	900.109	1109.606	1190.485	1135.462	868.763	1146.773	936.379	386.044
ACTR8	ACTR8	2212.994	608	1832.85	2049.689	2270.383	2401.23	1730.618	2221.796	1808.63	1630.684
ACTRT1	ACTRT1	0	0	1	1	2	0	0	1	5	0
ACTRT2	ACTRT2	0	0	0	0	0	0	0	0	0	0
ACTRT3	ACTRT3	153	56	97.109	158.26	128.108	114	72.011	152	192.276	142
ACVR1	ACVR1	510.156	193	488.852	869.103	864.098	1083.784	769.62	1178.622	1179.438	1251.89
ACVR1B	ACVR1B	2225.754	1275.621	2103.345	2205.274	2448.428	2576.73	2145.494	1997.26	1707.902	1792.701
ACVR1C	ACVR1C	15	0	8	24	12	12	14	34	32	16
ACVR2A	ACVR2A	2827.189	1461.004	2700.778	2037.164	2350.601	2564.366	1669.92	2175.585	1841.761	866.718
ACVR2B	ACVR2B	16258.71	10253.755	14057.241	16478.081	17460.774	16814.118	15503.263	12377.564	8643.726	5298.773
ACVR2B-AS1	ACVR2B-AS1	182.3	302	132	176	160.112	133	150	102	83	70
ACVRL1	ACVRL1	6	15.04	14	36	76	49	33.019	184.433	159.065	334.093
ACY1	ACY1	320.834	147.196	216.368	440.579	440.632	496.512	280.869	330.598	263.688	421.797
ACY3	ACY3	0	0	0	0	0	0	0	0	0	0
ACYP1	ACYP1	385.765	61	333.516	334.49	328.497	355.764	274.657	318.398	293.288	176.806
ACYP2	ACYP2	143.63	73	128.903	209.119	208.294	230.477	140	195.218	153.078	107
AD000090.2	AD000090.2	225.853	286	172.189	229	175	212.164	192.003	202.161	165.309	203.019
ADA	ADA	754.277	107.001	282.066	757.072	530.06	546.535	317.573	702.061	976.216	1111.439
ADAD1	ADAD1	0	0	3	0	0	0	0	0	0	0
ADAD2	ADAD2	0	0	0	0	0	0	0	0	0	0
ADAL	ADAL	853.704	252.095	700.488	1053.147	977.241	1071.887	807.824	884.916	641.321	410.001
ADAM10	ADAM10	8381.345	2309.029	6941.743	9158.783	9472.078	9409.574	7628.066	11723.622	10829.502	5546.255
ADAM11	ADAM11	149	146	99	202.037	140	150.059	135	76.059	61	41.001
ADAM12	ADAM12	289.006	141	392.088	1177.258	1127.05	1163.82	741.965	3831.882	2490.25	5662.265
ADAM15	ADAM15	1537.077	1482.552	987.542	2025.061	1678.947	1992.628	1351.855	1520.205	1120.758	2526.896
ADAM17	ADAM17	3566.767	1258.001	3043.396	3511.654	3490	3444.302	2750.582	3702.131	3333.414	2449.004
ADAM18	ADAM18	0	0	0	0	0	3	0	7	2	1
ADAM19	ADAM19	2318.698	2019.24	1933.015	3427.162	3514.21	3676.802	3464.79	10205.56	8918.644	19467.422
ADAM1A	ADAM1A	526.001	243	530.375	502.063	636.895	589.101	429.454	415.307	393.107	319.301
ADAM2	ADAM2	0	0	0	0	0	0	0	0	0	0
ADAM20	ADAM20	62	57	71	78	53	54	50	47	47	47
ADAM20P1	ADAM20P1	43.012	26	33	46.023	28	49	40	32	33.005	25
ADAM21	ADAM21	4	0	0	3	7	0	0	7	8.003	14
ADAM21P1	ADAM21P1	0	0	0	0	0	0	0	0	0	2
ADAM22	ADAM22	2814.998	1000.067	2170.71	2322.54	2637.931	2322.218	1470.363	1961.633	1297.762	395.239
ADAM23	ADAM23	1981.084	808.001	1995.305	1799.079	2181.933	2697.003	2254.256	2227.116	2027.547	1334.587
ADAM28	ADAM28	15	2	0	23	9	15	10	35.001	22.013	17
ADAM29	ADAM29	1	1	0	3	0	0	2	0	2	3
ADAM30	ADAM30	0	0	0	1	0	1	0	0	0	0
ADAM32	ADAM32	28	27	30	45	33	54	37	41	71.05	64
ADAM33	ADAM33	66	69	36	121	80.093	75.037	66.026	82.01	71	84.999
ADAM3A	ADAM3A	0	0	0	0	0	0	0	0	0	0
ADAM5	ADAM5	0	2	0	0	0	2	2	0	0	0
ADAM6	ADAM6	0	0	0	0	0	0	0	0	0	0
ADAM7	ADAM7	4	0	0	0	0	1	0	0	0	1
ADAM8	ADAM8	47.042	64	49	41	54	64	37	59	32	57.023
ADAM9	ADAM9	2799.395	1492.072	2076.41	2996.227	3327.819	3465.931	2917.496	6973.738	7341.954	9698.276
ADAMDEC1	ADAMDEC1	2	0	0	0	2	0	0	0	0	0
ADAMTS1	ADAMTS1	767.913	791.022	765.523	1062.539	896.671	1079.152	1086.14	1148.568	962.245	2017.001
ADAMTS10	ADAMTS10	768.955	804	832.569	780.61	961.029	981.79	665.654	1047.471	888.428	1635.849
ADAMTS12	ADAMTS12	2447.777	797.005	2214.983	2966.046	2793.472	2756.428	2333.394	5463.122	6135.348	8023.169
ADAMTS13	ADAMTS13	163.077	345	129	172.012	155.197	147	110	161.045	110.955	249
ADAMTS14	ADAMTS14	10	4	14	11	7	23	103	356.334	768.77	2639.067
ADAMTS15	ADAMTS15	236.441	172	196.154	878.663	566.479	679.462	325.558	654.475	369.203	1212.834
ADAMTS16	ADAMTS16	71.002	52	54.015	237.143	257	474.266	679.749	328.494	403.105	928.285
ADAMTS17	ADAMTS17	40	21	34.005	60	120.01	112	160.025	62	60	195.609
ADAMTS18	ADAMTS18	82.014	44	25	34	47	98.001	34	34	24	31
ADAMTS19	ADAMTS19	343.564	110.014	242.02	1742.675	1022.979	803.837	259.245	493.031	258.281	68
ADAMTS2	ADAMTS2	135.016	149	103.025	199.026	232	228.959	184	726.503	989.026	2654.266
ADAMTS20	ADAMTS20	210.165	72	167.049	175	92.009	109.001	129	101.032	80.004	108.012
ADAMTS3	ADAMTS3	697.475	269.138	806.911	350.002	491.064	605.072	804.114	537.463	678.995	1049.069
ADAMTS4	ADAMTS4	68	84	28.059	74.005	92.009	103	135.044	107.168	132.014	385
ADAMTS5	ADAMTS5	120.174	90	241.078	96.02	125.062	174.085	70.053	247.096	188.013	232.069
ADAMTS6	ADAMTS6	612.909	216.008	1173.798	744.248	419.449	298.43	167	551.32	743.499	850.964
ADAMTS7	ADAMTS7	3451.486	4101.598	2743.994	3230.245	3751.321	4004.37	3031.571	2962.753	2104.75	3462.191
ADAMTS7P1	ADAMTS7P1	26.097	14.158	25.178	23.07	10.041	13.051	22.085	7.042	7.009	18.165
ADAMTS8	ADAMTS8	57	46	34	48.004	28	40	15	33	9	7
ADAMTS9	ADAMTS9	4786.728	1440.005	2526.229	6017.254	4855.35	5491.61	4727.412	3430.46	3705.499	4853.834
ADAMTS9-AS2	ADAMTS9-AS2	42	21	20	54	46	34	17	30	21	50
ADAMTSL1	ADAMTSL1	181.05	106	186.033	22	50.001	93.09	118.038	406.179	681.193	1669.902
ADAMTSL2	ADAMTSL2	44.004	70	33	42	68.001	72.87	23	57	46	106.072
ADAMTSL3	ADAMTSL3	11	19	40	18.001	35	32	19.049	46	35	136.005
ADAMTSL4	ADAMTSL4	22	23	18	26.01	49	28	21	30	38	56
ADAMTSL4-AS1	ADAMTSL4-AS1	35	162.056	37	38	54	33	51	47	42.2	101.027
ADAMTSL5	ADAMTSL5	4	4.017	3.278	1	2	0	2	4	0	11.032
ADAP1	ADAP1	93.009	187	118.04	84	106.17	85	51	105.009	60.032	84
ADAP2	ADAP2	40	21.301	35	37.377	35	34	28.86	34.002	25	31
ADAR	ADAR	15177.644	4946.602	13062.384	16904.621	19365.061	22117.789	17650.05	18396.195	17735.159	16477.421
ADARB1	ADARB1	490.05	350.147	441.279	764.546	680.26	701.968	416.143	808.519	519.694	1055.004
ADARB2	ADARB2	47	80	67	44	63	51	56	53.012	82.056	125
ADARB2-AS1	ADARB2-AS1	12	0	2	0	0	0	0	0	0	0
ADAT1	ADAT1	1593.198	932.049	1574.705	1702.136	1837.763	2085.108	1628.407	1814.96	1454.19	1390.113
ADAT2	ADAT2	787.021	310.138	556.053	906.04	743.773	829.51	734.285	705.369	492.222	314
ADAT3	ADAT3	90.001	257.219	68.178	89	74.268	89.016	84	85.138	61.062	200.031
ADC	ADC	237.332	288.001	170.16	253.105	253.514	257.04	186.132	210.997	145.203	266.999
ADCK1	ADCK1	380.067	212	256.254	404.272	371.513	504.409	328.827	380.155	276.871	488.129
ADCK2	ADCK2	372.2	532.001	274.083	248.043	254.002	208.113	130.048	279.262	240.315	448.22
ADCK3	ADCK3	569	558.092	389	608.498	591.233	611.449	493.895	473.5	284.225	461.906
ADCK4	ADCK4	1321.429	1341.52	921.76	1181.854	1154.076	1133.614	831.415	957.228	675.66	1327.706
ADCK5	ADCK5	137.674	269.931	158.183	91.181	63	104.162	83.024	117	89	278.515
ADCY1	ADCY1	1893.883	1517	1917.736	1958.383	2658.229	2723.549	2243.435	2016.211	2571.199	6245.923
ADCY10	ADCY10	18	15	13	14	19	19	11	11	6	19
ADCY10P1	ADCY10P1	65.234	26.314	67.064	57.012	80.147	64.144	43	46	76.009	54.064
ADCY2	ADCY2	904.92	715.158	1079.275	647.586	1112.75	1434.114	500.685	584.872	442.802	455.01
ADCY3	ADCY3	1305.975	766.448	942.336	1381.701	1296.422	1491.693	1180.023	1348.461	1068.579	1621.621
ADCY4	ADCY4	3	4	0	13	17	17	4	23.005	18.593	30
ADCY5	ADCY5	197.686	373.11	211.124	114.083	161.007	218	139	162.028	125	252.001
ADCY6	ADCY6	4164.6	5808.173	3634.961	4832.319	5656.489	5462.477	5147.744	3469.943	3034.331	5682.473
ADCY7	ADCY7	113.013	65	140.911	75.014	63.011	51	57	231.507	246.061	402
ADCY8	ADCY8	24	36	54	38	55.005	67	51	83	69.008	386.064
ADCY9	ADCY9	635.203	798.025	702.931	492.31	769.134	776.572	738.19	958.131	791.417	1767.633
ADCYAP1	ADCYAP1	349.375	813.001	417.022	117.013	298.03	464.181	162	485.146	241.188	113
ADCYAP1R1	ADCYAP1R1	340	503.005	1866.624	319.214	650.318	1230.751	1883.638	2149.543	2376.222	1873.465
ADD1	ADD1	13433.794	8751.558	13002.288	12207.83	14553.332	17998.008	13331.316	15718.691	14767.629	19182.458
ADD2	ADD2	5986.84	3946.955	4961.815	3703.69	3797.531	3581.496	1555.365	3878.319	3230.559	3999.378
ADD3	ADD3	5207.324	936.022	4256.476	6705.069	8623.83	8783.504	7529.741	7012.431	8677.736	4380.904
ADD3-AS1	ADD3-AS1	7	13	6	18	12.013	18	10	13	33	13
ADGB	ADGB	4	3	7	7	17	16	9	5	0	0
ADH1A	ADH1A	0	0	0	0	0	0	0	0	0	0
ADH1B	ADH1B	0	0	1.289	5	0	0	0	1	6	2
ADH1C	ADH1C	0	0	1.711	0	0	1	0	0	0	1
ADH4	ADH4	103	11	94.041	61	52	62	9	60.007	65	43
ADH5	ADH5	11621.365	3408.79	9393.341	11356.72	10810.536	11834.725	8984.677	10934.12	8709.418	5863.37
ADH6	ADH6	2	0	0	1	0	0	0	1	0	0
ADH7	ADH7	0	0	0	0	0	0	2	1	0	0
ADHFE1	ADHFE1	91.201	12	49	61.187	56.074	55	47.184	49	26	34
ADI1	ADI1	1627.819	685.133	1363.144	1689.285	1974.158	2526.537	2137.157	2027.34	1783.49	1647.101
ADIG	ADIG	2	2	0	2	0	0	0	0	0	0
ADIPOQ	ADIPOQ	0	1.002	1	2	0	2	1	2	0	2
ADIPOQ-AS1	ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0
ADIPOR1	ADIPOR1	2347.872	1041	2072.544	2755.314	2588.554	3197.11	2078.151	2958.577	2325.67	2360.871
ADIPOR2	ADIPOR2	4016.589	1522	3315.055	4250.635	4418.955	4657.607	3776.334	4602.392	3690.194	2790.494
ADIRF	ADIRF	1	1	2.156	0	0	0	1.179	0	8	1
ADK	ADK	1083.661	428	842.551	1111.966	890.25	1116.348	826.482	1272.328	872.984	782.901
ADM	ADM	242.598	109	181.14	316.731	432.769	705.019	513.491	714.486	519.003	968.997
ADM2	ADM2	88.003	61.159	31.145	72	89.025	53	52	146.091	33.015	172.078
ADM5	ADM5	67	135	61	108.005	39	82.001	58	54.041	31	68
ADNP	ADNP	15585.875	3582.831	13337.305	15610.289	16983.051	18763.647	14196.961	15197.336	13261.202	7757.241
ADNP2	ADNP2	5404.362	1870.397	3858.509	6360.395	5384.815	5766.361	4818.674	5358.108	3775.047	3243.986
ADO	ADO	2398.546	1350	2624.026	2386.709	2634.249	3196.377	2455.084	2870.913	2158.035	1647.69
ADORA1	ADORA1	139	175	98	194.07	87	97	74	125	80	198.018
ADORA2A	ADORA2A	26.755	43.508	2.78	0	32.333	17.506	21.725	3.056	9.39	12.692
ADORA2A-AS1	ADORA2A-AS1	4	2	0	1	1	5	1	0	0	0
ADORA2B	ADORA2B	35	29	52	40	54	99.031	98.21	194.031	220.926	288
ADORA3	ADORA3	17	4	7	8	9	3	1	0	4	1
ADPGK	ADPGK	1579.454	578	1321.367	1708.275	1866.017	2035.598	1676.346	1984.543	1493.473	1502.527
ADPGK-AS1	ADPGK-AS1	12	14	9	14	20	11	5	21	3	8
ADPRH	ADPRH	238.235	57	141.101	185.173	242.219	285.024	170	259.671	235.897	213
ADPRHL1	ADPRHL1	160.056	151.023	110.313	119	148.067	180.001	84	118.012	62	103
ADPRHL2	ADPRHL2	778.144	846.003	809.665	845.949	856.284	1041.442	775.844	953.389	727.745	1449.091
ADPRM	ADPRM	322.381	39	279.084	304.349	357.526	361	296.006	345.528	277.17	127
ADRA1A	ADRA1A	20.001	13.003	23	8	5	22	5	63	118.058	103.017
ADRA1B	ADRA1B	11	5	10	8	16	12.001	5	40.016	17	26
ADRA1D	ADRA1D	2	8	5	3	2	1	0	14	8	37.525
ADRA2A	ADRA2A	6	11	1	2	5	19.088	17	7	6	10
ADRA2B	ADRA2B	22	15	11	31	38	38	26.011	8	16	14
ADRA2C	ADRA2C	3	9	5	20	12	8	10	19	14	14
ADRB1	ADRB1	0	1	0	2	0	0	4	9	21	62
ADRB2	ADRB2	13	0	10	8	12	15	2	1	10	11
ADRB3	ADRB3	0	0	0	0	0	0	0	0	0	0
ADRBK1	ADRBK1	2393.271	3643.546	2306.098	1984.99	2352.99	2964.167	2083.665	2768.943	1972.268	3678.473
ADRBK2	ADRBK2	2332.597	1355.975	1760.953	1949.653	1906.762	2153.933	2019.199	1603.752	1167.505	758.077
ADRM1	ADRM1	2619.224	1666.009	2428.204	2599.574	2376.332	3942.069	2484.023	3223.019	2336.187	4765.166
ADSL	ADSL	2962.235	584	2169.52	2994.687	2622.005	3567.254	2623.516	3144.762	2361.833	1907.657
ADSS	ADSS	2681.313	1207.221	2219.568	3160.69	2945.775	3304.278	2448.016	2820.951	2226.853	1518.508
ADSSL1	ADSSL1	123.414	63	169.039	189.017	217.142	240.222	232.23	161.072	146	183
ADTRP	ADTRP	0	3	4	0	5	1	0	6	7	18
AEBP1	AEBP1	1271.957	1591.897	1260.797	1608.583	2022.823	2108.528	2181.702	3331.624	3390.113	8802.201
AEBP2	AEBP2	1275.194	597	1482.833	1353.074	1520.995	1285.818	1187.114	1556.497	1226.339	807.072
AEN	AEN	1592.46	1086	1294.807	1610.805	1509.319	1784.989	1334.865	1657.346	1172.315	1973.404
AES	AES	3592.43	4417.114	6952.296	3425.668	5420.938	7001.417	7831.206	7231.513	7846.891	10691.942
AF064858.7	AF064858.7	0	0	0	0	0	2	0	0	1	0
AFAP1	AFAP1	3028.919	2459.208	3932.856	2229.755	3571.912	4111.319	3152.377	5244.293	4797.396	7758.528
AFAP1-AS1	AFAP1-AS1	9	33	5	3	4	6	1	1	3	28
AFAP1L1	AFAP1L1	38	22	36	73	64.007	91	55	97.131	59	92.003
AFAP1L2	AFAP1L2	560.089	181.001	248.349	1246.453	1853.728	2454.678	2866.249	2294.378	2221.549	2278.08
AFF1	AFF1	5613.812	2255.523	5395.032	5240.568	5612.552	5767.151	4408.52	5488.464	4917.178	3281.78
AFF2	AFF2	2472.874	917	1963.383	2515.02	2898.521	3117.377	2147.727	1895.906	1506.109	959.17
AFF3	AFF3	2055.423	1253.521	2699.464	2683.665	4236.98	5104.849	5032.748	3667.554	3109.966	2524.836
AFF4	AFF4	12565.823	4604.623	11888.289	12130.284	14423.607	14650.517	10922.835	16027.074	14889.165	9604.322
AFG3L1P	AFG3L1P	983.215	344.001	807.447	918.546	970.35	996.474	913.255	821.857	700.456	716.217
AFG3L2	AFG3L2	3005.163	3014.543	2642.567	3325.515	3274.04	3934.67	2872.994	3604.405	2832.398	4155.579
AFM	AFM	0	0	0	2	2	4	4	4	4	0
AFMID	AFMID	668.484	465.175	456.196	804.792	582.483	662.146	524.764	609.217	400.259	562
AFP	AFP	1	1	4	13	3	4	2	51.063	30	24
AFTPH	AFTPH	1579.661	447	1446.701	1507.419	1818.379	1709.714	1161.729	1617.518	1299.864	686.185
AGA	AGA	538.842	307.999	534.716	504.455	424.03	496.219	398.138	648.936	586.142	435.29
AGAP1	AGAP1	6613.98	4175.793	7163.017	5369.972	6373.572	6659.716	5702.306	6839.341	5517.04	6320.96
AGAP1-IT1	AGAP1-IT1	53	131	106.018	66	86	49.002	45	66	45	106
AGAP11	AGAP11	78.601	36.993	65.302	88.165	49.399	52.787	59.536	61.852	75.121	47.297
AGAP2	AGAP2	416.208	719	507.391	198.007	429.057	347.209	378.311	310.237	416.335	413.01
AGAP2-AS1	AGAP2-AS1	27	30	22	5.005	6	23	4	11.006	15	67.064
AGAP3	AGAP3	1987.565	2842.001	1696.593	1802.497	2201.428	2373.14	2059.05	2086.851	1715.826	3361.136
AGAP4	AGAP4	790.428	438.647	684.329	801.899	684.914	763.939	713.736	689.483	545.002	680.958
AGAP5	AGAP5	207.234	70.542	217.132	262.082	269.93	226.72	279.136	237.753	203.82	182.657
AGAP6	AGAP6	918.592	609.915	966.309	974.337	1109.812	1069.269	1136.53	950.89	786.036	895.454
AGAP7	AGAP7	57.279	3.152	69.954	41.131	54.993	42.81	35.447	52.306	25.641	33.269
AGAP9	AGAP9	857.04	655.344	854.187	878.958	882.516	841.481	790.376	655.979	587.313	746.168
AGBL1	AGBL1	6	1	7	17	6	11	5	4	0	1
AGBL1-AS1	AGBL1-AS1	1	0	3	0	0	0	0	0	0	1
AGBL2	AGBL2	27	16	28	66	36	37	14.923	17	8	31
AGBL3	AGBL3	53	133	55	55	66	63	38.01	50	38	27
AGBL4	AGBL4	34.001	14	19	37	61	66.08	55	172.944	111.324	58
AGBL4-IT1	AGBL4-IT1	0	0	0	0	1	1	2	1	0	0
AGBL5	AGBL5	3617.003	1828.118	2426.016	3839.349	3482.603	4125.205	3023.056	2668.289	2127.319	1760.963
AGBL5-AS1	AGBL5-AS1	4	5	2	0	0	2	3	2	0	2
AGER	AGER	290.091	247	262.266	322.903	231.294	305.819	220.017	232.38	211.624	263.011
AGFG1	AGFG1	3859.994	1069	3625.915	3890.967	4317.79	4495.565	3752.639	4531.755	3794.618	1612.228
AGFG2	AGFG2	354.382	398	394.143	309.921	306.119	385.086	302.018	450.292	283.062	582.724
AGGF1	AGGF1	3514.051	1470	2542.852	3197.493	3468.295	3609.745	2542.097	3184.731	2766.911	1619.215
AGK	AGK	1468.981	371	1094.398	1551.754	1417.657	1639.434	1388.906	1465.04	1136.825	905.16
AGL	AGL	2125.71	591	1599.615	2313.327	2199.353	2201.985	1512.884	2150.13	1744.436	740.131
AGMAT	AGMAT	51	62	23.011	79.011	67.077	68.079	46	54	44.023	43
AGMO	AGMO	1	0	0	18	15	22.135	43	35	37	12
AGO1	AGO1	15728.889	11793.079	14719.148	12482.655	16239.337	15010.91	10310.126	15269.575	10747.454	10256.769
AGO2	AGO2	3760.88	1070.34	3043.213	3258.469	4032.049	4154.793	3393.611	3634.11	2815.15	2811.78
