gene_id	gene_name	SRX25004070	SRX25004071	SRX25004072	SRX25004073	SRX25004074	SRX25004075	SRX25004076	SRX25004077	SRX25004078	SRX25004080
C1QTNF6	C1QTNF6	840.269	566.647	695.687	942.652	1012.924	1158.572	695.365	2252.436	3235.992	8766.531
C1QTNF7	C1QTNF7	0	0	4	0	1	4	8	14	3	3
C1QTNF8	C1QTNF8	0	4	0	1	2	0	0	0	0	0
C1QTNF9	C1QTNF9	3	0	1	0	2	2.647	1	0	5	1
C1QTNF9B	C1QTNF9B	8	15	4	3	5	5.353	0	0	2	2
C1QTNF9B-AS1	C1QTNF9B-AS1	22	11	19	15	28	29	25	30.015	23	21
C1R	C1R	118.153	70	89.284	109.542	123.022	117.851	79.742	85.246	106.116	120.576
C1R-2	C1R	180.241	56	118.716	166.796	150.319	161.431	80.303	99.811	111.885	125.551
C1RL	C1RL	887.166	421.001	496.31	880.468	956.636	853.992	483.75	804.523	763.374	777.695
C1RL-AS1	C1RL-AS1	86.015	53	95.001	105.001	81.034	73.001	73.01	78.01	119.048	193.023
C1S	C1S	101.117	50	107.696	155	249.989	291.332	205.164	378.224	430.878	525.31
C2	C2	25	13	8	30.007	15.201	16.881	9	11	18	13
C20orf112	C20orf112	5403.235	3157.999	4599.241	5119.534	6227.543	6134.912	3549.521	4507.6	3530.08	3066.332
C20orf141	C20orf141	0	0	0	0	0	0	0	0	0	0
C20orf144	C20orf144	1	2	0	2	2	5	4	0	2	4
C20orf166	C20orf166	0	3.001	0	0	0	0	0	0	0	0
C20orf166-AS1	C20orf166-AS1	0	4	0	0	0	2	1	2	0	5
C20orf173	C20orf173	0	0	0	0	0	2	0	2	0	1
C20orf181	C20orf181	0	0	0	0	0	0	0	0	0	0
C20orf194	C20orf194	2645.689	1689.001	2418.233	1927.65	2650.097	2576.328	1821.715	2430.306	1909.219	1904.421
C20orf195	C20orf195	40	17	27	22	46	31.02	19	21.078	21	8
C20orf196	C20orf196	174.071	48	152	144	109	163.014	104	97	109.032	72
C20orf197	C20orf197	0	0	0	0	0	2	0	4	5	2
C20orf202	C20orf202	4	10	3	1	4	7	3	5	6	0
C20orf203	C20orf203	4	20	21	9	19	9	15	15	2	5
C20orf24	C20orf24	1715.851	683.224	1384.209	1796.148	1640.009	1943.186	1472.372	2119.535	1585.749	1739.374
C20orf26	C20orf26	114.031	30	87.001	79	107.121	132	60.001	83.004	42.001	22
C20orf27	C20orf27	1421.185	2860.871	1142.091	1339.51	1316.192	1685.153	1187.816	1125.689	704.454	1854.372
C20orf57	C20orf57	0	0	0	0	0	0	0	0	0	0
C20orf62	C20orf62	0	0	0	0	0	1	0	0	0	0
C20orf78	C20orf78	0	0	0	0	0	0	0	0	0	0
C20orf85	C20orf85	4	0	5	0	4	7	4	0	3	0
C20orf96	C20orf96	1058.475	447.001	911.188	1023.798	923.172	893.32	659.907	729.065	584.858	472.197
C21orf119	C21orf119	21	9	12	42	30.01	34.056	22.031	106	62.006	44
C21orf128	C21orf128	0	0	0	0	0	0	0	0	0	0
C21orf140	C21orf140	0	0	0	0	0	0	0	0	0	0
C21orf15	C21orf15	0	1	0	0	0	0	0	0	0	0
C21orf2	C21orf2	427.557	725.929	369.832	376.503	345.001	495.209	359.659	390.295	304.22	815.45
C21orf33	C21orf33	1444.646	1196.727	952.322	1380.959	1089.599	1545.088	1200.391	1151.728	988.48	1596.724
C21orf37	C21orf37	3	0	0	1	3	0	1	0	1	0
C21orf49	C21orf49	10	27	23	18	22.025	19.01	11	12	15	14
C21orf54	C21orf54	0	0	0	0	1	0	2	0	0	0
C21orf58	C21orf58	2108.183	1952.576	1582.706	1819.445	1653.643	1873.582	1495.196	1494.625	1194.002	1910.376
C21orf59	C21orf59	1786.657	1255	1383.251	1683.051	1691.203	2055.672	1266.334	1465.376	1175.862	1201.043
C21orf62	C21orf62	406.732	262	443.246	77	261.024	210.49	77	504.095	668.105	695.33
C21orf67	C21orf67	110	67	117	143.011	145.047	178.155	146.076	145	94.046	131
C21orf88	C21orf88	72	32	68	43	48.01	35	57.04	71.129	72.666	70
C21orf90	C21orf90	59.002	28	42	27	40	24.01	18	44	21	25
C21orf91	C21orf91	1906.486	300	1373.29	2230.2	2370.971	2360.701	1706.837	1839.394	1564.248	416.001
C21orf91-OT1	C21orf91-OT1	1	2	1	0	3	5	8	15	7	1.977
C22orf15	C22orf15	97	25	51.001	49	64.002	47.009	33.001	39.078	25	14
C22orf23	C22orf23	49.999	20	19	49.999	34	32	20	28	22	21
C22orf24	C22orf24	83	17	63	49	109.014	129.073	77.268	106.229	63.065	31
C22orf26	C22orf26	0	0	0	0	0	0	0	0	0	2
C22orf29	C22orf29	1665.48	1568.12	1464.36	1765.519	1934.354	2023.319	1610.604	1578.78	1360.03	2315.74
C22orf31	C22orf31	1	0	0	0	0	0	2	11	20	40
C22orf34	C22orf34	0	0	4	0	0	0	0	0	0	0
C22orf39	C22orf39	1031.355	894	875.705	934.946	1038.404	1070.202	851.884	940.01	688.74	654.744
C22orf42	C22orf42	23	36	42	48	41.14	50	33	60	21	2
C22orf43	C22orf43	25.999	13	24.999	34.999	37.543	14	15.688	20	10	10
C22orf46	C22orf46	355.509	512.148	401.51	345.043	361.312	252.014	254.807	349.242	243.293	1055.377
C2CD2	C2CD2	1321.753	782	859.84	1338.94	1349.904	1379.976	1273.314	1209.71	968.72	1027.2
C2CD2L	C2CD2L	327.103	377	240.111	296	313.24	434.156	294.056	416.489	342.143	662.36
C2CD3	C2CD3	4918.071	1014.315	3785.57	5085.524	4989.503	5767.943	4327.768	4231.106	3549.811	2751.209
C2CD4A	C2CD4A	0	1	0	2	3	2	0	2	1	4
C2CD4B	C2CD4B	3	0	3	1	1	2	0	3	0	4
C2CD4C	C2CD4C	546.757	1020	371.282	559.385	511.646	385.844	215	503.801	270.124	642
C2CD4D	C2CD4D	2	7	6	2	2	3	1	0	4	10
C2CD5	C2CD5	5803.029	1812.358	4332.982	5518.211	5384.778	5582.786	4400.533	4375.822	3662.678	1829.615
C2orf15	C2orf15	134.05	100	69	113.154	160.014	170.397	47.96	111.638	61	12
C2orf16	C2orf16	2	0	0	0	0	3	0	2	3	8
C2orf27A	C2orf27A	47.051	6.018	23.261	47.142	48.284	46.366	27.621	52.384	65.827	51.34
C2orf27B	C2orf27B	0	0	0	0	0	0	0	0	0	0
C2orf40	C2orf40	23	14	15	26.006	30	56.025	40	28.129	26	33
C2orf42	C2orf42	521.884	144	433.735	528.799	565	642.901	463.736	494.829	433.453	408.449
C2orf43	C2orf43	2006.556	583.278	1469.991	2021.659	2056.862	2109.349	1776.057	1899.748	1496.547	732.003
C2orf44	C2orf44	2111.571	523.869	1607.679	2200.626	1956.05	2233.91	1798.579	1818.935	1422.454	990.354
C2orf47	C2orf47	528.758	144	496.758	592.886	584.418	640.638	487.342	565.274	408.407	263.381
C2orf48	C2orf48	92.924	112	75.148	67.097	72.027	60.024	68.576	39	37.01	75.802
C2orf49	C2orf49	1634.847	597.222	1238.17	1669.623	1866.221	1861.872	1429.976	1722.918	1352.066	704.14
C2orf50	C2orf50	27	13	20	11	14	15.044	7	23	12	25
C2orf53	C2orf53	0	0	0	0	0	0	0	0	0	0
C2orf54	C2orf54	1	1	0	2	0	4	2	0	0	0
C2orf57	C2orf57	0	0	0	0	0	0	0	0	0	0
C2orf61	C2orf61	10	10	13	11	11	12	12	32	17	17
C2orf62	C2orf62	1	10	0	3	4	4	1	2	3	0
C2orf66	C2orf66	23.009	9	16	20	15.005	20	5	23	18	20
C2orf68	C2orf68	2404.589	1209.051	1876.637	2150.375	2364.847	2485.371	1953.481	2056.508	1765.524	1278.032
C2orf69	C2orf69	1426.176	349.001	1380.335	1763.366	1790.469	1706.002	1637.948	1655.701	1359.753	476.281
C2orf70	C2orf70	0	0	0	0	0	0	0	0	0	0
C2orf71	C2orf71	1	1	3	1	3	3	1	2	3	2
C2orf72	C2orf72	54	89	76.047	17	20	23	23.014	20	28	41
C2orf73	C2orf73	13	0	17.999	10	7	8	10	5	2	1
C2orf74	C2orf74	579.538	137	349.454	503.775	477.66	505.726	330.305	479.295	403.671	300.911
C2orf76	C2orf76	254.243	94	247	206	283.202	301.458	179	272.233	265.246	167
C2orf78	C2orf78	1	0	0	3	0	1	0	1	0	0
C2orf80	C2orf80	15	3	33	7	7	10	15	164	632.155	583.106
C2orf81	C2orf81	454.037	654	310.125	426.053	389.245	422.769	179.054	288.042	166	240.147
C2orf82	C2orf82	9	43	5	7	8	5	7	3	6	23
C2orf83	C2orf83	0	0	0	0	0	0	0	0	0	3
C2orf88	C2orf88	95	24	59	136.027	94.044	101	83.019	69.095	59	23
C2orf91	C2orf91	0	5.244	0	12	23	30.005	29	12.009	3	3
C3	C3	6	3	2	6	0	5	3	8	14	11
C3AR1	C3AR1	0	0	0	1	0	0	11	22	72.01	52.04
C3orf14	C3orf14	1553.123	196.144	1164.87	1058.307	1232.051	1235.148	744.437	1264.797	932.25	278.528
C3orf17	C3orf17	3277.731	741	2481.408	3194.018	3182.384	3500.761	2830.523	2998.013	2626.775	1277.438
C3orf18	C3orf18	484.226	257	396.23	408.103	450.819	364.728	299.231	362.937	289.286	369.184
C3orf20	C3orf20	20	9	18	8	20	14	13	30.001	20	13
C3orf22	C3orf22	1	7	1	1.001	4	0	5	0	0	0
C3orf27	C3orf27	4	7	8	2	6	0	4	4	6	1
C3orf30	C3orf30	0	0	0	0	0	0	0	0	0	0
C3orf33	C3orf33	235	191	188.006	239.039	214.391	216.391	148.207	173.041	160.879	98.048
C3orf35	C3orf35	64.001	88	58.01	123	87	106	84.012	47	44.001	49.062
C3orf36	C3orf36	0	0	3	0	0	0	0	0	0	8
C3orf38	C3orf38	2000.186	304.015	1516.482	2084.615	1994.653	2240.793	1516.886	2083.316	1688.589	678.212
C3orf43	C3orf43	0	0	1	1	0	0	0	4	0	2
C3orf49	C3orf49	0	0	0	0	0	0	0	0	0	0
C3orf52	C3orf52	231.548	96	209.35	265.172	213.218	210.123	115.029	200	166.023	116
C3orf55	C3orf55	9	4	14	11	12	11.012	9	9	10	6
C3orf56	C3orf56	0	0	0	0	0	0	0	1	0	0
C3orf58	C3orf58	2756.868	1811.055	3223.485	2809.559	3441.067	3889.842	2803.29	3190.755	2728.162	1650.821
C3orf62	C3orf62	468.535	675	534.702	350.237	451.086	501.038	329.188	394.215	298.293	325
C3orf65	C3orf65	3	0	0	0	1	2	0	0	0	0
C3orf67	C3orf67	357	132	299.208	443.234	422.033	483.002	354.028	357.255	324.266	187.078
C3orf70	C3orf70	1709.637	1454.037	1810.293	1876.666	2367.002	3127.929	2713.458	2653.568	2286.487	1653.583
C3orf72	C3orf72	8	8	1	9	27	30	38	13	10	18
C3orf79	C3orf79	6	0	0	1	0	0	0	0	0	0
C3orf80	C3orf80	10	18	19	8	12	24	9	17	8.004	8.012
C3orf83	C3orf83	2	0	0	0	0	0	0	3	0	0
C3orf84	C3orf84	0	0	0	0	0	0	0	0	0	0
C3P1	C3P1	0	0	0	0	0	2	0	1	0	0
C4A	C4A	70.604	131.63	176.271	114.295	147.577	135.008	144.473	193.525	75.226	185.792
C4B	C4B	130.413	98.37	83.861	93.069	45.485	130.247	76.502	78.988	114.774	205.208
C4BPA	C4BPA	0	0	0	0	0	0	0	0	0	0
C4BPB	C4BPB	0	0	0	0	0	0	0	1	0	2
C4orf17	C4orf17	0	0	0	0	3	0	0	0	0	0
C4orf19	C4orf19	101.024	82	194.063	126	215	282.316	213.048	81.024	98.164	118.003
C4orf21	C4orf21	3312.903	748	2550.309	3379.213	2912.356	3269.982	3135.577	3066.331	2541.568	1087.77
C4orf22	C4orf22	5	12.028	14	15	12	18	9	8	1	6
C4orf26	C4orf26	4	8	10	4	2	4	3	4	2	4
C4orf27	C4orf27	2220.7	284	1865.102	2110.266	2083.317	2459.836	1850.835	2108.663	1635.32	770.019
C4orf29	C4orf29	575.262	300.858	498.379	615.819	665.525	583.868	445.127	514.978	415.185	204.998
C4orf3	C4orf3	3382.018	3109.703	3001.97	3531.361	3792.759	3815.985	2651.475	3741.229	3034.515	1876.949
C4orf32	C4orf32	26	4	38	44	81.03	46	57	167.032	140	62.367
C4orf33	C4orf33	360.001	96	325.07	306.996	387.383	363.559	318.999	391.562	472.708	299
C4orf36	C4orf36	63	41	38.026	76	72.001	105.001	92	61	39	36.004
C4orf40	C4orf40	0	0	0	0	0	0	0	1	0	0
C4orf45	C4orf45	3	0	3	0	0	1	0	0	1	5
C4orf46	C4orf46	2324.463	814	1740.272	2586.743	2606.573	2626.835	2035.747	2256.569	1740.053	701.956
C4orf47	C4orf47	28	0	20	47.001	55.011	37	17	29	14.004	9
C4orf48	C4orf48	350.187	1494.539	373.006	334.677	288.217	458.025	191.009	222.083	170.133	474.819
C4orf50	C4orf50	9	9	9	2	7	0	0	5	7	7
C4orf51	C4orf51	3	0	0	0	0	0	0	0	0	2
C4orf6	C4orf6	3	0	0	0	0	0	0	1	2	0
C5	C5	2022.687	395	1287.978	1624.557	1545.266	1897.653	1368.68	1464.265	1112.056	463.342
C5AR1	C5AR1	17	13.01	2.001	17	8	13	9	16	12	29
C5AR2	C5AR2	0	0	0	0	0	0	0	0	0	0
C5orf15	C5orf15	2637.528	717	2156.337	3054.248	2852.718	3199.702	2365.272	3376.455	2878.944	1219.33
C5orf20	C5orf20	3	0	1	0	0	3	0	0	0	4
C5orf22	C5orf22	2598.522	808.002	2036.612	3342.581	3241.102	3478.764	2426.226	2992.37	2470.375	1037.546
C5orf24	C5orf24	3509.688	1509	3541.885	3747.66	4276.801	4535.868	3614.379	4855.138	3940.83	1773.698
C5orf27	C5orf27	2	2	5	2	1.003	4	3	10	6	5
C5orf28	C5orf28	391.35	132.042	278.001	354.486	386.887	393.015	326.313	399.579	413.825	145.462
C5orf30	C5orf30	929.456	338	1181.059	984.852	1184.759	1582.17	1588.715	1171.809	1073.126	575.535
C5orf34	C5orf34	743.756	204	565.497	808.957	661.848	732.04	648.232	671.111	474.328	241.124
C5orf38	C5orf38	127.573	709.165	291.643	141.566	195.385	292.199	303.197	472.432	267.297	797.603
C5orf42	C5orf42	6997.494	2192.17	6472.373	6882.366	6768.437	7092.067	6150.35	6490.405	5102.046	3027.345
C5orf45	C5orf45	639.271	396	440.889	572.158	573.807	569.674	355.96	478.073	381.378	460.894
C5orf46	C5orf46	0	0	0	0	0	0	0	3	0	4
C5orf47	C5orf47	10	0	3	1	2	6	1	3	7	1
C5orf48	C5orf48	0	0	0	0	0	0	0	0	1	3
C5orf49	C5orf49	166.019	120.049	114	102.064	151	171.012	56.037	87.084	52	64.01
C5orf51	C5orf51	4339.34	1933.999	3808.661	4136.415	4396.301	4625.114	4205.455	4934.959	4145.119	2068.435
C5orf52	C5orf52	1	0	1	4	2	4	2	5	5	7
C5orf54	C5orf54	822.764	487	658.588	793.657	844.252	712.842	684.106	720.532	567.573	272.24
C5orf55	C5orf55	207.031	335	280.487	234.396	228	315.246	253.003	282.018	232.411	324
C5orf56	C5orf56	26	15.914	8	32	28.115	16	28	24.058	19	46
C5orf58	C5orf58	0	0	0	0	2	1	8	0	0	1
C5orf60	C5orf60	1	5	1	0	3	1	3	3	0	0
C5orf63	C5orf63	314.164	81	257.327	8	20	19	7	302.186	232.063	120
C5orf64	C5orf64	12	18	30	1	13	15	14	142.292	106.016	57
C5orf66	C5orf66	2	15	2	4	2	4	8	6	5	8
C6	C6	0	0	0	0	0	1	0	0	4	0
C6orf1	C6orf1	130.162	93	163.143	144.528	160.217	215.57	124	237.806	188.005	450.005
C6orf10	C6orf10	0	0	0	0	0	0	1	0	3	0
C6orf100	C6orf100	0	1	1	4	1	1	0	0	5	1
C6orf106	C6orf106	3653.69	2127.878	2896.327	3979.404	4344.627	4525.745	3590.52	4146.122	3595.155	4123.469
C6orf118	C6orf118	811.964	534	608.883	670.706	645.312	658.408	518.009	439.283	263.014	314.796
C6orf120	C6orf120	1695.464	569	1255.872	1867.417	1826.135	2196.931	1662.328	1973.913	1578.623	1014.083
C6orf123	C6orf123	0	3.02	0	0	0	0	1	0	0	0
C6orf132	C6orf132	67	65	47	75	168	102.024	45	113.085	50	155.004
C6orf136	C6orf136	362.543	353	309.324	373.318	349.982	410.097	291.264	359.17	308.616	336.524
C6orf141	C6orf141	507.563	570.001	213.407	797.565	435.092	367.553	64.002	383.209	260.094	351.457
C6orf147	C6orf147	111.015	31.81	93.139	89.399	98.398	74.762	66.414	86.602	74.046	53.271
C6orf15	C6orf15	0	0	1	0	0	0	0	0	0	0
C6orf163	C6orf163	147	27	120.006	165.171	178.005	168	163	118.002	96	46
C6orf164	C6orf164	96	56	71	92	67	51.009	53.051	63.095	42.02	64
C6orf165	C6orf165	251.704	78	196.42	198.028	221.685	276.279	110.346	212.083	154	46.021
C6orf195	C6orf195	30	6	30.003	25	42	19	20	26	18	7
C6orf201	C6orf201	0	1	1	0	0	1	0	0	0	0
C6orf203	C6orf203	537.484	450.344	565.398	550.211	562.103	663.759	543.796	661.877	518.447	387.135
C6orf211	C6orf211	1751.943	308	1282.027	2006.916	1760.233	1904.358	1432.379	2044.93	1553.669	564.36
C6orf222	C6orf222	1	0	0	5	0	7	3	1	0	0
C6orf223	C6orf223	1	2	8	16	3	22	18	26	26	65
C6orf226	C6orf226	133.534	154	102	119	106.182	126.674	51	103.126	63	133.489
C6orf229	C6orf229	3	3	2	1	1	0	1	1	0	1
C6orf25	C6orf25	2	10	0	1	0	0	2	1	1	2
C6orf47	C6orf47	761.211	1433.331	913.542	661.69	950.825	855.74	857.844	1122.301	799.259	1849.454
C6orf48	C6orf48	1704.864	750.005	1520.727	1904.195	1957.17	2175.446	1662.332	1787.524	1582.373	1280.774
C6orf52	C6orf52	72.947	31	74	43	57.001	101	31.006	67.001	51.001	36
C6orf57	C6orf57	229.008	171	183	254.875	236.775	234	176.163	205.275	136.004	178
C6orf58	C6orf58	8	3	3	5	2	2	1	5.038	17	7
C6orf62	C6orf62	7192.415	5638.344	7288.778	7563.429	7862.71	8600.821	6802.007	9637.316	8367.092	8340.115
C6orf7	C6orf7	1	0	0	3	1	4	0	0	0	0
C6orf89	C6orf89	3480.978	1326	3228.219	2893.143	3774.033	4128.559	3074.058	3972.06	3921.917	3313.253
C6orf99	C6orf99	24	7	31	10	20	17	9	17	8	10
C7	C7	1	3.006	2	32	103	112	117.018	12	29	6
C7orf13	C7orf13	347.224	398	272.477	385.387	293.742	350	226.361	287	161.001	196.149
C7orf25	C7orf25	720.888	159	651.792	776.591	891.614	924.708	685.341	837.913	748.015	419.24
C7orf26	C7orf26	1422.068	1227.219	1162.378	1286.442	1223.164	1605.524	1088.291	1394.662	949.425	1706.111
C7orf31	C7orf31	360.035	111	301.116	405	356.393	406.885	277.162	345.953	284.056	152.087
C7orf33	C7orf33	2	1	3	2	3	3	0	4	0	3
C7orf34	C7orf34	0	1	0	0	0	0	0	0	0	0
C7orf43	C7orf43	544.014	705.162	403.88	526.915	499.528	650.889	407.067	526.294	396.209	846.387
C7orf49	C7orf49	1353.745	1001.129	1271.766	1399.193	1310.217	1649.417	1195.863	1495.929	1058.335	1911.584
C7orf50	C7orf50	2812.407	3514.75	2648.128	2870.503	2295.112	3213.01	1839.813	2600.314	1744.18	4457.287
C7orf55	C7orf55	466.116	192	394.949	497.302	438.643	543.791	385.541	428.044	376.339	318.448
C7orf55-LUC7L2	C7orf55-LUC7L2	314.195	0	249.067	54.007	291.09	396.068	140.431	328.002	116.706	38.306
C7orf57	C7orf57	12	9	16	7	17	8	15	10	3	4
C7orf60	C7orf60	1599.667	401	1346.48	1387.533	1616.943	1442.739	1110.808	1504.16	1257.857	372.762
C7orf61	C7orf61	9.003	8	8	12	11.132	7.034	1	10	7	12
C7orf62	C7orf62	0	0	0	0	0	0	0	0	0	0
C7orf63	C7orf63	245.001	63.001	201.056	261.019	258.001	238.014	123.073	199.579	136.999	28
C7orf65	C7orf65	0	6	2	0	0	0	0	0	0	1
C7orf66	C7orf66	1	0	0	0	0	0	0	0	0	0
C7orf69	C7orf69	0	0	0	0	0	0	0	0	0	1
C7orf71	C7orf71	0	0	0	0	0	0	0	0	0	0
C7orf72	C7orf72	0	0	0	0	0	0	0	0	0	0
C7orf73	C7orf73	4684.724	2992.605	4244.826	4383.34	4908.153	5477.787	3959.041	5003.721	4066.683	2267.307
C7orf76	C7orf76	1	1	0	0	2	1	0	1	0	0
C8A	C8A	0	0	0	0	0	0	0	0	0	0
C8B	C8B	1	0	0	0	0	0	0	2	0	0
C8G	C8G	0	6	8	1	4	3	1	4	2	3
C8orf12	C8orf12	0	0	0	1	0	0	0	1	4	3
C8orf22	C8orf22	0	0	0	0	0	0	0	0	0	0
C8orf31	C8orf31	137.036	166	105	96.018	53	53	42	58.001	48	55.005
C8orf33	C8orf33	3254.361	1550.856	2824	2997.454	2990.515	3559.902	2481.656	3247.642	2834.824	2486.396
C8orf34	C8orf34	233.622	237	516	40	30	65	49	172.066	196.091	247.902
C8orf37	C8orf37	612.009	883.826	489.641	485.069	479.428	588.172	450.318	466.097	395.042	363.681
C8orf4	C8orf4	445.287	90	363.168	411.467	592.039	532.048	419.647	424.924	389.388	304.362
C8orf44	C8orf44	196.617	183	178.532	182.913	214.712	197.242	173.947	175.047	132.685	118.49
C8orf44-SGK3	C8orf44-SGK3	118.428	0	89.28	132.094	149.38	58.431	50.005	65.482	52.602	71.154
C8orf46	C8orf46	144.016	99	273	9	59	70.004	78.013	122.045	113.105	117
C8orf47	C8orf47	5	2	5	22	3	7	2	8	12	10
C8orf48	C8orf48	164.171	52	154.044	167.255	206.027	201.145	132	201.567	147.001	100.011
C8orf49	C8orf49	0	1	0	0	0	0	0	0	0	0
C8orf58	C8orf58	950.329	1041	1123.942	1013.192	1060.601	1461.398	1031.385	1288.127	884.305	1626.716
C8orf59	C8orf59	1609.771	150	1233.706	1545.293	1495.326	1919.304	1205.407	1642.716	1422.734	550.577
C8orf69	C8orf69	0	0	0	0	0	0	1	0	0	0
C8orf74	C8orf74	0	0	0	0	0	0	0	0	0	0
C8orf76	C8orf76	984.32	420.338	755.407	897.019	826.013	991.36	711.236	953.615	753.71	739.725
C8orf82	C8orf82	576.938	1796	604.868	526.209	571.983	645.595	479.468	488.665	396.882	1135.488
C8orf86	C8orf86	0	1	0	0	1	1	1	4	0	0
C8orf87	C8orf87	0	0	0	0	0	0	0	0	0	0
C8orf88	C8orf88	181.305	34	154.437	200.194	187.229	143.053	128	191.463	162.097	84
C9	C9	0	0	1	0	1	3	5	5	14	31
C9orf106	C9orf106	3	2	7	0	0	4	7	5	4	11
C9orf114	C9orf114	1011.244	1410.001	1102.263	884.455	851.404	1053.249	866.372	1158.891	782.617	2342.858
C9orf116	C9orf116	585.659	139	434.268	590.062	497.339	612.278	293.179	388.587	249.278	166
C9orf117	C9orf117	4.52	10	3	6	5	3	8	3	1	2
C9orf129	C9orf129	28.493	8.626	29.36	4.486	8.834	9.695	9.94	10.944	3.249	5.472
C9orf131	C9orf131	0	4	0	0	0	2	0	0	0	0
C9orf135	C9orf135	27	7	14	28	35	57	22	29	14	13
C9orf135-AS1	C9orf135-AS1	3	1	0	3	1	2	2	2	1	0
C9orf139	C9orf139	4	3	0	0	0	0	1	0	1	4
C9orf142	C9orf142	709.521	769.002	700.234	681.476	573.868	797.757	588.285	744.439	483.618	1004.575
C9orf152	C9orf152	0	2.001	0	11	0	3	0	1	0	1
C9orf153	C9orf153	7	7	13	9	22	5	28	9	9	0
C9orf156	C9orf156	246.467	103.999	240.897	271.749	250.001	383.096	283.306	350.214	308.191	265
C9orf16	C9orf16	1578.12	1426.869	1403.807	1379.451	1201.394	1426.377	1001.997	1091.116	816.397	1578.596
C9orf163	C9orf163	40	73	41	40	22	37	24	20	21	44
C9orf169	C9orf169	9	16	20	31	17.121	24	29	19	23	21
C9orf170	C9orf170	10	5	5	10	7	20	8	22	21	11
C9orf171	C9orf171	28	22	29	41.069	29.795	65	13	20	14	2
C9orf172	C9orf172	35	118	36	26	34	52	19	32.055	14	63
C9orf173	C9orf173	0	1	0	1	0	1	0	1	3	1
C9orf24	C9orf24	27	50.001	40.001	13	26.015	43	14	23	15	25
C9orf3	C9orf3	1016.028	510	683.135	960.69	995.523	958.433	839.601	1141.511	969.77	1335.812
C9orf37	C9orf37	556.995	971.594	522.593	605.888	475.834	580.802	416.949	548.837	452.92	678.126
C9orf40	C9orf40	895.584	398	686.417	1156.782	1075.259	1142.459	988.437	1327.142	905.183	647.931
C9orf41	C9orf41	1169.082	364	853.345	1444.358	1486.652	1388.141	1163.226	1233.075	1126.79	558
C9orf43	C9orf43	68.032	14	55.003	66.017	61.14	58	56	54.002	37.015	16
C9orf47	C9orf47	117.328	55.251	176.227	185.553	399.75	419.836	524.393	382.489	412.844	454.808
C9orf50	C9orf50	1	8	4	0	0	0	1	4	3	3
C9orf53	C9orf53	0	0	0	0	0	0	2	0	0	0
C9orf57	C9orf57	0	0	0	0	0	0	0	1	0	0
C9orf62	C9orf62	0	0	0	0	0	0	0	0	0	0
C9orf64	C9orf64	5	9	13	14.009	18.029	7	2	1	0	6
C9orf66	C9orf66	9	5.001	1	5	6	4	2	1	6	4.003
C9orf69	C9orf69	1288.166	1866	1064.422	1353.482	1296.229	1575.835	1373.63	1352.927	986.699	2400.552
C9orf72	C9orf72	3139.733	793.038	2496.79	3378.009	3055.092	2874.275	1734.988	2899.031	2352.292	462
C9orf78	C9orf78	1432.38	1246.494	1538.512	1234.882	1693.909	1945.249	1438.022	1731.664	1606.959	1937.924
C9orf84	C9orf84	0	0	0	2	0	0	0	0	0	1
C9orf85	C9orf85	326.255	179	220.121	281.112	360.39	358.41	296.522	325.443	289.604	194
C9orf89	C9orf89	351.39	440.446	291.032	335.56	262.264	339.099	184.132	330.993	288.173	637.693
C9orf9	C9orf9	382	219.995	256.202	276.59	333.146	343.365	217.285	283.032	255.42	222
C9orf91	C9orf91	940.598	659.953	999.816	662.319	1018.571	1145.123	822.726	1186.877	952.809	1228.038
C9orf92	C9orf92	0	0	0	0	0	0	1	0	1	0
C9orf96	C9orf96	24	8	13	25	15.004	40	10	19	23	27
CA1	CA1	3	0	0	0	0	1	0	0	0	0
CA10	CA10	7	8	45	4	5	8	8	40	73	49.007
CA11	CA11	350.354	599	268.083	307	411.198	369.762	394.321	227.084	179	275.812
CA12	CA12	445.349	126	649.219	423.097	374.002	401.182	375.383	574.715	2445.026	4670.058
CA13	CA13	113.393	96.071	84.007	119	135	109.5	60.401	145.015	181.009	262.034
CA14	CA14	1205.635	283.999	533.644	1231.355	1155.046	1234.521	1301.674	605.047	698.037	578.094
CA2	CA2	993.429	561	536.742	1248.58	888.953	884.1	356.213	603.588	343.162	424.918
CA3	CA3	390.551	115	320.292	446.289	373.42	405.41	121.2	415.689	265.013	175
CA4	CA4	12	13	5	23	12	12.001	12	0	1	4
CA5A	CA5A	0	0	0	0	0	0	0	0	0	0
CA5B	CA5B	298.654	358.127	349.794	539.605	593.014	642.011	627.783	644.118	636.505	423.434
CA5BP1	CA5BP1	197.147	122.973	156.284	245.864	291.405	351.059	299.443	421.151	278.177	587.935
CA6	CA6	0	0	0	0	0	0	0	0	0	0
CA7	CA7	0	0	0	3.001	0	1	0	2	0	2
CA8	CA8	135	82	118	141	189.105	203	94.04	177.261	117.028	51
CA9	CA9	16.001	10.999	13	19	21	21	15	4	5	24
CAAP1	CAAP1	1030.826	457.639	935.673	928.67	1067.668	1011.126	940.512	1163.485	934.685	550.417
CAB39	CAB39	3704.569	2389.004	3163.627	3123.308	3953.904	4089.93	2879.199	4235.626	3609.732	2370.68
CAB39L	CAB39L	624.257	174	591.944	628.115	595.178	710.608	443	556.365	497.616	326.786
